"Score","FirstReadIndex","StreamInfoPtr","ModeFlag","StreamBase","StreamSize","MatchReason","EntryIndex","Name","Extension","Hash","StoredSize","ExpandedSize","Flag","EntryOffset","EntryEnd","FirstAsciiSample"
"1","47955","0x31f24e84","0x0","0x124b0","742","size","447","patch20/vehicles/bikes/pitvipergold/cheetah_gold_headlight_1.gfx",".gfx","0x74A60A61","424","742","0x11","26673179","26673603","GFX2..........@.F..............."
"1","47955","0x31f24e84","0x0","0x124b0","742","size","458","patch20/vehicles/bikes/pitviperwatchdogs/cheetah_watchdogs_headlight_1.gfx",".gfx","0x3AFCD1DB","424","742","0x11","26676510","26676934","GFX2..........@.F..............."
"1","47955","0x31f24e84","0x0","0x124b0","742","size","486","patch20/vehicles/bikes/rayman_roach/rayman_roach_head_light.gfx",".gfx","0xF289178B","441","742","0x11","26685107","26685548","GFX2..........@.F..............."
"1","494293","0x3200fd44","0x0","0x3223","87","size","1","audiocollection20.xml",".xml","0xB951CA25","215","87","0x10","9550","9765","<"
"1","494293","0x3200fd44","0x0","0x3223","87","size","537","stampcollection20.xml",".xml","0x260C723F","191","87","0x11","26699834","26700025","<"
"1","50397","0x3275d6d4","0x0","0x4ba4","8989","size","274","objects/pack20/rayman_pitviper_headlight_4087115529.mdl",".mdl","0x67F2CF7D","8989","8861","0x10","22548348","22557337","GFX2............................"
"1","52355","0x30bff404","0x0","0x1b9b","435","size","400","patch20/vehicles/bikes/baggie_80s/minx_80s_exhaust_1.gfx",".gfx","0xA60AD54A","258","435","0x11","26643570","26643828","GFX2............................"
"1","52355","0x30bff404","0x0","0x1b9b","435","size","444","patch20/vehicles/bikes/pitvipergold/cheetah_gold_fender_rear_1.gfx",".gfx","0x2F022799","260","435","0x11","26672365","26672625","GFX2............................"
"1","52356","0x30bff6a4","0x0","0x4569d","446","size","357","patch20/characters/male_assassin/m_assassin_head.gfx",".gfx","0x4538C18B","267","446","0x11","23782677","23782944","GFX2............................"
"1","52356","0x30bff6a4","0x0","0x4569d","446","size","475","patch20/vehicles/bikes/rayman_pitviper/rayman_pitviper_enginefender.gfx",".gfx","0xB753A323","271","446","0x11","26682066","26682337","GFX2............................"
"1","52356","0x30bff6a4","0x0","0x4569d","446","size","495","patch20/vehicles/bikes/roachac/kingcobra_ac_front_suspension_1.gfx",".gfx","0x4AB49C21","270","446","0x11","26687875","26688145","GFX2............................"
"1","52356","0x30bff6a4","0x0","0x4569d","446","size","506","patch20/vehicles/bikes/roachhorror/kingcobra_horror_front_suspension_1.gfx",".gfx","0x167B97D1","270","446","0x11","26691129","26691399","GFX2............................"
"1","52356","0x30bff6a4","0x0","0x4569d","446","size","516","patch20/vehicles/bikes/roach_flame/kingcobra_flame_front_suspension_1.gfx",".gfx","0x10F04679","270","446","0x11","26693968","26694238","GFX2............................"
"1","52356","0x30bff6a4","0x0","0x4569d","446","size","527","patch20/vehicles/bikes/tkopandacamo/fat_grizzly_camo_suspension_front_1.gfx",".gfx","0x1C92F26E","269","446","0x11","26697237","26697506","GFX2............................"
"1","52356","0x30bff6a4","0x0","0x4569d","446","size","534","patch20/vehicles/bikes/tkopandawasp/fat_grizzly_wasp_suspension_front_1.gfx",".gfx","0x9B5BF8ED","269","446","0x11","26699153","26699422","GFX2............................"
"1","53236","0x3023dcf4","0x0","0x1f68","432","size","406","patch20/vehicles/bikes/baggie_80s/minx_80s_seat_1.gfx",".gfx","0x45337A29","256","432","0x11","26645138","26645394","GFX2............................"
"1","53236","0x3023dcf4","0x0","0x1f68","432","size","420","patch20/vehicles/bikes/pitvipercomicbook/cheetah_comicbook_engine_1.gfx",".gfx","0x7A7B4D6C","257","432","0x11","26665020","26665277","GFX2............................"
"1","53236","0x3023dcf4","0x0","0x1f68","432","size","430","patch20/vehicles/bikes/pitviperevo/cheetah_evo_engine_1.gfx",".gfx","0x141B0A12","257","432","0x11","26668149","26668406","GFX2............................"
"1","53236","0x3023dcf4","0x0","0x1f68","432","size","440","patch20/vehicles/bikes/pitvipergold/cheetah_gold_engine_1.gfx",".gfx","0xFE3A47D2","257","432","0x11","26671285","26671542","GFX2............................"
"1","53236","0x3023dcf4","0x0","0x1f68","432","size","452","patch20/vehicles/bikes/pitviperwatchdogs/cheetah_watchdogs_engine_1.gfx",".gfx","0x6C60D2CC","257","432","0x11","26674849","26675106","GFX2............................"
"1","53303","0x32300244","0x0","0x1ee7","433","size","310","patch20/characters/apocalypse_mask/apocalypse_mask.gfx",".gfx","0xC1408077","259","433","0x11","23726035","23726294","GFX2............................"
"1","53303","0x32300244","0x0","0x1ee7","433","size","313","patch20/characters/arno/arno_torso.gfx",".gfx","0x1B275455","257","433","0x11","23726810","23727067","GFX2............................"
"1","53303","0x32300244","0x0","0x1ee7","433","size","403","patch20/vehicles/bikes/baggie_80s/minx_80s_frame_1.gfx",".gfx","0xE48FDE0A","256","433","0x11","26644355","26644611","GFX2............................"
"1","53303","0x32300244","0x0","0x1ee7","433","size","414","patch20/vehicles/bikes/donkey_bike/donkey_rear_suspension_1.gfx",".gfx","0x486FBC03","253","433","0x11","26660752","26661005","GFX2............................"
"1","53303","0x32300244","0x0","0x1ee7","433","size","422","patch20/vehicles/bikes/pitvipercomicbook/cheetah_comicbook_exhaust_1.gfx",".gfx","0xB9CD4E96","256","433","0x11","26665583","26665839","GFX2............................"
"1","53303","0x32300244","0x0","0x1ee7","433","size","432","patch20/vehicles/bikes/pitviperevo/cheetah_evo_exhaust_1.gfx",".gfx","0x0DAC7570","256","433","0x11","26668715","26668971","GFX2............................"
"1","53303","0x32300244","0x0","0x1ee7","433","size","442","patch20/vehicles/bikes/pitvipergold/cheetah_gold_exhaust_1.gfx",".gfx","0x58DBB4B8","256","433","0x11","26671806","26672062","GFX2............................"
"1","53303","0x32300244","0x0","0x1ee7","433","size","453","patch20/vehicles/bikes/pitviperwatchdogs/cheetah_watchdogs_exhaust_1.gfx",".gfx","0x0EBBEB78","256","433","0x11","26675106","26675362","GFX2............................"
"1","53315","0x32300cd4","0x0","0x1cff","605","size","421","patch20/vehicles/bikes/pitvipercomicbook/cheetah_comicbook_engine_fender_1.gfx",".gfx","0x2CCD2146","306","605","0x11","26665277","26665583","GFX2............................"
"1","53315","0x32300cd4","0x0","0x1cff","605","size","431","patch20/vehicles/bikes/pitviperevo/cheetah_evo_engine_fender_1.gfx",".gfx","0x9B7D7FAE","309","605","0x11","26668406","26668715","GFX2............................"
"1","59370","0x30c9fcd4","0x0","0x15623","436","size","317","patch20/characters/bounty_hunter/bounty_hunter_helmet.gfx",".gfx","0x76F6A5CE","259","436","0x11","23727827","23728086","GFX2............................"
"1","59370","0x30c9fcd4","0x0","0x15623","436","size","352","patch20/characters/female_tech/female_tech_helmet.gfx",".gfx","0x9CB762CA","263","436","0x11","23737645","23737908","GFX2............................"
"1","59370","0x30c9fcd4","0x0","0x15623","436","size","480","patch20/vehicles/bikes/rayman_roach/rayman_roach_engine.gfx",".gfx","0xA4188511","260","436","0x11","26683417","26683677","GFX2............................"
"1","59370","0x30c9fcd4","0x0","0x15623","436","size","490","patch20/vehicles/bikes/roachac/kingcobra_ac_engine_1.gfx",".gfx","0x408F10C6","260","436","0x11","26686512","26686772","GFX2............................"
"1","59370","0x30c9fcd4","0x0","0x15623","436","size","501","patch20/vehicles/bikes/roachhorror/kingcobra_horror_engine_1.gfx",".gfx","0x20B196D6","260","436","0x11","26689767","26690027","GFX2............................"
"1","59370","0x30c9fcd4","0x0","0x15623","436","size","511","patch20/vehicles/bikes/roach_flame/kingcobra_flame_engine_1.gfx",".gfx","0x3F6266CF","260","436","0x11","26692606","26692866","GFX2............................"
"1","59371","0x3622df04","0x0","0x1599c","439","size","345","patch20/characters/female_indian/female_indian_helmet.gfx",".gfx","0x2CE3EF75","264","439","0x11","23735630","23735894","GFX2............................"
"1","59371","0x3622df04","0x0","0x1599c","439","size","348","patch20/characters/female_officer/female_officer_helmet.gfx",".gfx","0xA80EE297","263","439","0x11","23736487","23736750","GFX2............................"
"1","59371","0x3622df04","0x0","0x1599c","439","size","402","patch20/vehicles/bikes/baggie_80s/minx_80s_fender_rear_1.gfx",".gfx","0x6AC3D890","263","439","0x11","26644092","26644355","GFX2............................"
"1","59371","0x3622df04","0x0","0x1599c","439","size","441","patch20/vehicles/bikes/pitvipergold/cheetah_gold_engine_fender_1.gfx",".gfx","0x76B126E8","264","439","0x11","26671542","26671806","GFX2............................"
"1","59371","0x3622df04","0x0","0x1599c","439","size","525","patch20/vehicles/bikes/tkopandacamo/fat_grizzly_camo_headlight_1.gfx",".gfx","0x4EA41D25","263","439","0x11","26696712","26696975","GFX2............................"
"1","59371","0x3622df04","0x0","0x1599c","439","size","532","patch20/vehicles/bikes/tkopandawasp/fat_grizzly_wasp_headlight_1.gfx",".gfx","0x9D424530","263","439","0x11","26698628","26698891","GFX2............................"
"1","59373","0x30c8e134","0x0","0x156a8","442","size","426","patch20/vehicles/bikes/pitvipercomicbook/cheetah_comicbook_front_suspension_1.gfx",".gfx","0xEE6825D2","264","442","0x11","26666724","26666988","GFX2............................"
"1","59373","0x30c8e134","0x0","0x156a8","442","size","436","patch20/vehicles/bikes/pitviperevo/cheetah_evo_front_suspension_1.gfx",".gfx","0xF80465EC","264","442","0x11","26669861","26670125","GFX2............................"
"1","59373","0x30c8e134","0x0","0x156a8","442","size","446","patch20/vehicles/bikes/pitvipergold/cheetah_gold_front_suspension_1.gfx",".gfx","0xBA0D5270","264","442","0x11","26672915","26673179","GFX2............................"
"1","59373","0x30c8e134","0x0","0x156a8","442","size","457","patch20/vehicles/bikes/pitviperwatchdogs/cheetah_watchdogs_front_suspension_1.gfx",".gfx","0x45D8964F","264","442","0x11","26676246","26676510","GFX2............................"
"1","59373","0x30c8e134","0x0","0x156a8","442","size","471","patch20/vehicles/bikes/rabbitwildcat/paper_boy_wildcat_suspension_front_1.gfx",".gfx","0x1E1284D6","265","442","0x11","26680735","26681000","GFX2............................"
"1","59373","0x30c8e134","0x0","0x156a8","442","size","482","patch20/vehicles/bikes/rayman_roach/rayman_roach_exhaust.gfx",".gfx","0xB345FCD7","276","442","0x11","26683944","26684220","GFX2............................"
"1","59373","0x30c8e134","0x0","0x156a8","442","size","487","patch20/vehicles/bikes/rayman_roach/rayman_roach_rear_fender.gfx",".gfx","0x15C53B53","276","442","0x11","26685548","26685824","GFX2............................"
"1","59373","0x30c8e134","0x0","0x156a8","442","size","492","patch20/vehicles/bikes/roachac/kingcobra_ac_exhaust_pipe_1.gfx",".gfx","0x3D81AD9C","276","442","0x11","26687040","26687316","GFX2............................"
"1","59373","0x30c8e134","0x0","0x156a8","442","size","494","patch20/vehicles/bikes/roachac/kingcobra_ac_front_fender_1.gfx",".gfx","0xD75693E8","266","442","0x11","26687609","26687875","GFX2............................"
"1","59373","0x30c8e134","0x0","0x156a8","442","size","503","patch20/vehicles/bikes/roachhorror/kingcobra_horror_exhaust_pipe_1.gfx",".gfx","0xB2C403F0","276","442","0x11","26690294","26690570","GFX2............................"
"1","59373","0x30c8e134","0x0","0x156a8","442","size","505","patch20/vehicles/bikes/roachhorror/kingcobra_horror_front_fender_1.gfx",".gfx","0xFCA691DA","266","442","0x11","26690863","26691129","GFX2............................"
"1","59373","0x30c8e134","0x0","0x156a8","442","size","513","patch20/vehicles/bikes/roach_flame/kingcobra_flame_exhaust_pipe_1.gfx",".gfx","0xA7980087","276","442","0x11","26693133","26693409","GFX2............................"
"1","59373","0x30c8e134","0x0","0x156a8","442","size","515","patch20/vehicles/bikes/roach_flame/kingcobra_flame_front_fender_1.gfx",".gfx","0x07C432BD","266","442","0x11","26693702","26693968","GFX2............................"
"1","59374","0x3622e124","0x0","0x15884","442","size","426","patch20/vehicles/bikes/pitvipercomicbook/cheetah_comicbook_front_suspension_1.gfx",".gfx","0xEE6825D2","264","442","0x11","26666724","26666988","GFX2............................"
"1","59374","0x3622e124","0x0","0x15884","442","size","436","patch20/vehicles/bikes/pitviperevo/cheetah_evo_front_suspension_1.gfx",".gfx","0xF80465EC","264","442","0x11","26669861","26670125","GFX2............................"
"1","59374","0x3622e124","0x0","0x15884","442","size","446","patch20/vehicles/bikes/pitvipergold/cheetah_gold_front_suspension_1.gfx",".gfx","0xBA0D5270","264","442","0x11","26672915","26673179","GFX2............................"
"1","59374","0x3622e124","0x0","0x15884","442","size","457","patch20/vehicles/bikes/pitviperwatchdogs/cheetah_watchdogs_front_suspension_1.gfx",".gfx","0x45D8964F","264","442","0x11","26676246","26676510","GFX2............................"
"1","59374","0x3622e124","0x0","0x15884","442","size","471","patch20/vehicles/bikes/rabbitwildcat/paper_boy_wildcat_suspension_front_1.gfx",".gfx","0x1E1284D6","265","442","0x11","26680735","26681000","GFX2............................"
"1","59374","0x3622e124","0x0","0x15884","442","size","482","patch20/vehicles/bikes/rayman_roach/rayman_roach_exhaust.gfx",".gfx","0xB345FCD7","276","442","0x11","26683944","26684220","GFX2............................"
"1","59374","0x3622e124","0x0","0x15884","442","size","487","patch20/vehicles/bikes/rayman_roach/rayman_roach_rear_fender.gfx",".gfx","0x15C53B53","276","442","0x11","26685548","26685824","GFX2............................"
"1","59374","0x3622e124","0x0","0x15884","442","size","492","patch20/vehicles/bikes/roachac/kingcobra_ac_exhaust_pipe_1.gfx",".gfx","0x3D81AD9C","276","442","0x11","26687040","26687316","GFX2............................"
"1","59374","0x3622e124","0x0","0x15884","442","size","494","patch20/vehicles/bikes/roachac/kingcobra_ac_front_fender_1.gfx",".gfx","0xD75693E8","266","442","0x11","26687609","26687875","GFX2............................"
"1","59374","0x3622e124","0x0","0x15884","442","size","503","patch20/vehicles/bikes/roachhorror/kingcobra_horror_exhaust_pipe_1.gfx",".gfx","0xB2C403F0","276","442","0x11","26690294","26690570","GFX2............................"
"1","59374","0x3622e124","0x0","0x15884","442","size","505","patch20/vehicles/bikes/roachhorror/kingcobra_horror_front_fender_1.gfx",".gfx","0xFCA691DA","266","442","0x11","26690863","26691129","GFX2............................"
"1","59374","0x3622e124","0x0","0x15884","442","size","513","patch20/vehicles/bikes/roach_flame/kingcobra_flame_exhaust_pipe_1.gfx",".gfx","0xA7980087","276","442","0x11","26693133","26693409","GFX2............................"
"1","59374","0x3622e124","0x0","0x15884","442","size","515","patch20/vehicles/bikes/roach_flame/kingcobra_flame_front_fender_1.gfx",".gfx","0x07C432BD","266","442","0x11","26693702","26693968","GFX2............................"
"1","59375","0x30c9f774","0x0","0x15b4a","608","size","497","patch20/vehicles/bikes/roachac/kingcobra_ac_rear_fender_1.gfx",".gfx","0xD0975F14","309","608","0x11","26688559","26688868","GFX2............................"
"1","59375","0x30c9f774","0x0","0x15b4a","608","size","507","patch20/vehicles/bikes/roachhorror/kingcobra_horror_rear_fender_1.gfx",".gfx","0xC3CB1A40","308","608","0x11","26691399","26691707","GFX2............................"
"1","59377","0x334e5694","0x0","0x15bff","438","size","366","patch20/characters/plague_doctor_helmet/plague_doctor_helmet.gfx",".gfx","0x82808A6E","262","438","0x11","23785149","23785411","GFX2............................"
"1","59377","0x334e5694","0x0","0x15bff","438","size","405","patch20/vehicles/bikes/baggie_80s/minx_80s_head_light_1.gfx",".gfx","0x5B0FF1EE","262","438","0x11","26644876","26645138","GFX2............................"
"1","59377","0x334e5694","0x0","0x15bff","438","size","423","patch20/vehicles/bikes/pitvipercomicbook/cheetah_comicbook_fender_front_1.gfx",".gfx","0x5507F76B","302","438","0x11","26665839","26666141","GFX2............................"
"1","59377","0x334e5694","0x0","0x15bff","438","size","433","patch20/vehicles/bikes/pitviperevo/cheetah_evo_fender_front_1.gfx",".gfx","0x43D3CB28","308","438","0x11","26668971","26669279","GFX2............................"
"1","59377","0x334e5694","0x0","0x15bff","438","size","443","patch20/vehicles/bikes/pitvipergold/cheetah_gold_fender_front_1.gfx",".gfx","0xD886E847","303","438","0x11","26672062","26672365","GFX2............................"
"1","59377","0x334e5694","0x0","0x15bff","438","size","454","patch20/vehicles/bikes/pitviperwatchdogs/cheetah_watchdogs_fender_front_1.gfx",".gfx","0xF34409DD","301","438","0x11","26675362","26675663","GFX2............................"
"1","59377","0x334e5694","0x0","0x15bff","438","size","476","patch20/vehicles/bikes/rayman_pitviper/rayman_pitviper_fender_front.gfx",".gfx","0x81EBFC66","262","438","0x11","26682337","26682599","GFX2............................"
"1","59377","0x334e5694","0x0","0x15bff","438","size","488","patch20/vehicles/bikes/rayman_roach/rayman_roach_steering.gfx",".gfx","0x588CECE5","261","438","0x11","26685824","26686085","GFX2............................"
"1","59377","0x334e5694","0x0","0x15bff","438","size","499","patch20/vehicles/bikes/roachac/kingcobra_ac_steering_1.gfx",".gfx","0xD7FE8DFA","261","438","0x11","26689127","26689388","GFX2............................"
"1","59377","0x334e5694","0x0","0x15bff","438","size","509","patch20/vehicles/bikes/roachhorror/kingcobra_horror_steering_1.gfx",".gfx","0x07326DE8","261","438","0x11","26691966","26692227","GFX2............................"
"1","59377","0x334e5694","0x0","0x15bff","438","size","520","patch20/vehicles/bikes/roach_flame/kingcobra_flame_steering_1.gfx",".gfx","0xED290E67","261","438","0x11","26695219","26695480","GFX2............................"
"1","59377","0x334e5694","0x0","0x15bff","438","size","526","patch20/vehicles/bikes/tkopandacamo/fat_grizzly_camo_steering_1.gfx",".gfx","0xAD395CC9","262","438","0x11","26696975","26697237","GFX2............................"
"1","59377","0x334e5694","0x0","0x15bff","438","size","533","patch20/vehicles/bikes/tkopandawasp/fat_grizzly_wasp_steering_1.gfx",".gfx","0x7998407B","262","438","0x11","26698891","26699153","GFX2............................"
"1","59378","0x334e5794","0x0","0x1590e","446","size","357","patch20/characters/male_assassin/m_assassin_head.gfx",".gfx","0x4538C18B","267","446","0x11","23782677","23782944","GFX2............................"
"1","59378","0x334e5794","0x0","0x1590e","446","size","475","patch20/vehicles/bikes/rayman_pitviper/rayman_pitviper_enginefender.gfx",".gfx","0xB753A323","271","446","0x11","26682066","26682337","GFX2............................"
"1","59378","0x334e5794","0x0","0x1590e","446","size","495","patch20/vehicles/bikes/roachac/kingcobra_ac_front_suspension_1.gfx",".gfx","0x4AB49C21","270","446","0x11","26687875","26688145","GFX2............................"
"1","59378","0x334e5794","0x0","0x1590e","446","size","506","patch20/vehicles/bikes/roachhorror/kingcobra_horror_front_suspension_1.gfx",".gfx","0x167B97D1","270","446","0x11","26691129","26691399","GFX2............................"
"1","59378","0x334e5794","0x0","0x1590e","446","size","516","patch20/vehicles/bikes/roach_flame/kingcobra_flame_front_suspension_1.gfx",".gfx","0x10F04679","270","446","0x11","26693968","26694238","GFX2............................"
"1","59378","0x334e5794","0x0","0x1590e","446","size","527","patch20/vehicles/bikes/tkopandacamo/fat_grizzly_camo_suspension_front_1.gfx",".gfx","0x1C92F26E","269","446","0x11","26697237","26697506","GFX2............................"
"1","59378","0x334e5794","0x0","0x1590e","446","size","534","patch20/vehicles/bikes/tkopandawasp/fat_grizzly_wasp_suspension_front_1.gfx",".gfx","0x9B5BF8ED","269","446","0x11","26699153","26699422","GFX2............................"
"1","59419","0x3349b714","0x0","0x112e","433","size","310","patch20/characters/apocalypse_mask/apocalypse_mask.gfx",".gfx","0xC1408077","259","433","0x11","23726035","23726294","GFX2............................"
"1","59419","0x3349b714","0x0","0x112e","433","size","313","patch20/characters/arno/arno_torso.gfx",".gfx","0x1B275455","257","433","0x11","23726810","23727067","GFX2............................"
"1","59419","0x3349b714","0x0","0x112e","433","size","403","patch20/vehicles/bikes/baggie_80s/minx_80s_frame_1.gfx",".gfx","0xE48FDE0A","256","433","0x11","26644355","26644611","GFX2............................"
"1","59419","0x3349b714","0x0","0x112e","433","size","414","patch20/vehicles/bikes/donkey_bike/donkey_rear_suspension_1.gfx",".gfx","0x486FBC03","253","433","0x11","26660752","26661005","GFX2............................"
"1","59419","0x3349b714","0x0","0x112e","433","size","422","patch20/vehicles/bikes/pitvipercomicbook/cheetah_comicbook_exhaust_1.gfx",".gfx","0xB9CD4E96","256","433","0x11","26665583","26665839","GFX2............................"
"1","59419","0x3349b714","0x0","0x112e","433","size","432","patch20/vehicles/bikes/pitviperevo/cheetah_evo_exhaust_1.gfx",".gfx","0x0DAC7570","256","433","0x11","26668715","26668971","GFX2............................"
"1","59419","0x3349b714","0x0","0x112e","433","size","442","patch20/vehicles/bikes/pitvipergold/cheetah_gold_exhaust_1.gfx",".gfx","0x58DBB4B8","256","433","0x11","26671806","26672062","GFX2............................"
"1","59419","0x3349b714","0x0","0x112e","433","size","453","patch20/vehicles/bikes/pitviperwatchdogs/cheetah_watchdogs_exhaust_1.gfx",".gfx","0x0EBBEB78","256","433","0x11","26675106","26675362","GFX2............................"
"1","59522","0x30c9f814","0x0","0xfdab","1384","size","2","bikes/bike_donkey.xml",".xml","0xCB240593","1384","3957","0x11","9765","11149","GFX2............................"
"1","59583","0x334e5594","0x0","0xc575","1236","size","3","bikes/bike_unicorn.xml",".xml","0x17FF978C","1364","3579","0x11","11149","12513","GFX2............................"
"1","59585","0x30c8e224","0x0","0xc744","1236","size","3","bikes/bike_unicorn.xml",".xml","0x17FF978C","1364","3579","0x11","11149","12513","GFX2............................"
"1","59587","0x320908c4","0x0","0xcf53","1236","size","3","bikes/bike_unicorn.xml",".xml","0x17FF978C","1364","3579","0x11","11149","12513","GFX2............................"
"1","59589","0x30bb16f4","0x0","0xcd7e","1236","size","3","bikes/bike_unicorn.xml",".xml","0x17FF978C","1364","3579","0x11","11149","12513","GFX2............................"
"1","59591","0x334e57f4","0x0","0xc91f","1236","size","3","bikes/bike_unicorn.xml",".xml","0x17FF978C","1364","3579","0x11","11149","12513","GFX2............................"
"1","59593","0x334e5434","0x0","0xcbb5","1236","size","3","bikes/bike_unicorn.xml",".xml","0x17FF978C","1364","3579","0x11","11149","12513","GFX2............................"
"1","59621","0x325ed6ac","0x0","0xe464","725","size","303","pack20/objects.xml",".xml","0x18630D86","495","725","0x11","23722862","23723357","GFX2............................"
"1","59901","0x30b23804","0x0","0xea35","10131","size","79","objects/pack20/cheetah_fender_front_1910176367.mdl",".mdl","0x5ACC409F","10131","10003","0x10","7431201","7441332","GFX2............B..............."
"1","60266","0x630eec4","0x0","0x1968567","462","size","396","patch20/tools/controller/xbox/controller_b_1.gfx",".gfx","0x2E0B859A","291","462","0x11","26642348","26642639","GFX2............?..............."
"1","60266","0x630eec4","0x0","0x1968567","462","size","399","patch20/vehicles/bikes/baggie_80s/minx_80s_engine_fender_1.gfx",".gfx","0x05733127","275","462","0x11","26643295","26643570","GFX2............?..............."
"1","60266","0x630eec4","0x0","0x1968567","462","size","4","config20.xml",".xml","0x118AA6E7","462","714","0x11","12513","12975","GFX2............?..............."
"1","60268","0x630cba4","0x0","0x19687ac","462","size","394","patch20/tools/controller/controller_b_1.gfx",".gfx","0x8DF4338E","291","462","0x11","26641767","26642058","GFX2............?..............."
"1","60268","0x630cba4","0x0","0x19687ac","462","size","399","patch20/vehicles/bikes/baggie_80s/minx_80s_engine_fender_1.gfx",".gfx","0x05733127","275","462","0x11","26643295","26643570","GFX2............?..............."
"1","60268","0x630cba4","0x0","0x19687ac","462","size","4","config20.xml",".xml","0x118AA6E7","462","714","0x11","12513","12975","GFX2............?..............."
"1","60269","0x630f4b4","0x0","0x1966782","429","size","322","patch20/characters/cat_rider/cat_rider_2.gfx",".gfx","0x348B8D7A","257","429","0x11","23729405","23729662","GFX2............................"
"1","60269","0x630f4b4","0x0","0x1966782","429","size","327","patch20/characters/clara/clara_torso.gfx",".gfx","0xDFFF6EED","253","429","0x11","23730594","23730847","GFX2............................"
"1","60269","0x630f4b4","0x0","0x1966782","429","size","335","patch20/characters/elise/elise_torso.gfx",".gfx","0x5A04AF52","253","429","0x11","23732737","23732990","GFX2............................"
"1","60269","0x630f4b4","0x0","0x1966782","429","size","355","patch20/characters/horror_mask/horror_mask.gfx",".gfx","0xD473C333","253","429","0x11","23782167","23782420","GFX2............................"
"1","60269","0x630f4b4","0x0","0x1966782","429","size","370","patch20/characters/rayman_outfit_1/rayman_helmet.gfx",".gfx","0xC5A0C919","253","429","0x11","26565175","26565428","GFX2............................"
"1","63646","0x630cc04","0x0","0x196658f","426","size","363","patch20/characters/partyhat/partyhat.gfx",".gfx","0x0A9026D2","250","426","0x11","23784377","23784627","GFX2............................"
"1","63646","0x630cc04","0x0","0x196658f","426","size","416","patch20/vehicles/bikes/donkey_bike/donkey_steering_1.gfx",".gfx","0xE17B0B45","251","426","0x11","26661254","26661505","GFX2............................"
"1","63647","0x630d114","0x0","0x1966492","428","size","185","objects/pack20/generic_medium_icon_1_2202330545.mdl",".mdl","0x26592A96","556","428","0x10","16855300","16855856","GFX2............................"
"1","63647","0x630d114","0x0","0x1966492","428","size","325","patch20/characters/clara/clara_head.gfx",".gfx","0x9806A972","253","428","0x11","23730088","23730341","GFX2............................"
"1","63647","0x630d114","0x0","0x1966492","428","size","326","patch20/characters/clara/clara_legs.gfx",".gfx","0x2CEAF96F","253","428","0x11","23730341","23730594","GFX2............................"
"1","63647","0x630d114","0x0","0x1966492","428","size","332","patch20/characters/dapper_pug/dapper_pug.gfx",".gfx","0x60B457EB","253","428","0x11","23731915","23732168","GFX2............................"
"1","63647","0x630d114","0x0","0x1966492","428","size","334","patch20/characters/elise/elise_legs.gfx",".gfx","0x42D94B6C","252","428","0x11","23732485","23732737","GFX2............................"
"1","63647","0x630d114","0x0","0x1966492","428","size","364","patch20/characters/pit_baggie/pit_baggie.gfx",".gfx","0xADBECEF3","253","428","0x11","23784627","23784880","GFX2............................"
"1","63647","0x630d114","0x0","0x1966492","428","size","413","patch20/vehicles/bikes/donkey_bike/donkey_front_tire_1.gfx",".gfx","0x1B415EC7","252","428","0x11","26660500","26660752","GFX2............................"
"1","63649","0x6214054","0x0","0x19723e1","438","size","366","patch20/characters/plague_doctor_helmet/plague_doctor_helmet.gfx",".gfx","0x82808A6E","262","438","0x11","23785149","23785411","GFX2............................"
"1","63649","0x6214054","0x0","0x19723e1","438","size","405","patch20/vehicles/bikes/baggie_80s/minx_80s_head_light_1.gfx",".gfx","0x5B0FF1EE","262","438","0x11","26644876","26645138","GFX2............................"
"1","63649","0x6214054","0x0","0x19723e1","438","size","423","patch20/vehicles/bikes/pitvipercomicbook/cheetah_comicbook_fender_front_1.gfx",".gfx","0x5507F76B","302","438","0x11","26665839","26666141","GFX2............................"
"1","63649","0x6214054","0x0","0x19723e1","438","size","433","patch20/vehicles/bikes/pitviperevo/cheetah_evo_fender_front_1.gfx",".gfx","0x43D3CB28","308","438","0x11","26668971","26669279","GFX2............................"
"1","63649","0x6214054","0x0","0x19723e1","438","size","443","patch20/vehicles/bikes/pitvipergold/cheetah_gold_fender_front_1.gfx",".gfx","0xD886E847","303","438","0x11","26672062","26672365","GFX2............................"
"1","63649","0x6214054","0x0","0x19723e1","438","size","454","patch20/vehicles/bikes/pitviperwatchdogs/cheetah_watchdogs_fender_front_1.gfx",".gfx","0xF34409DD","301","438","0x11","26675362","26675663","GFX2............................"
"1","63649","0x6214054","0x0","0x19723e1","438","size","488","patch20/vehicles/bikes/rayman_roach/rayman_roach_steering.gfx",".gfx","0x588CECE5","261","438","0x11","26685824","26686085","GFX2............................"
"1","63649","0x6214054","0x0","0x19723e1","438","size","499","patch20/vehicles/bikes/roachac/kingcobra_ac_steering_1.gfx",".gfx","0xD7FE8DFA","261","438","0x11","26689127","26689388","GFX2............................"
"1","63649","0x6214054","0x0","0x19723e1","438","size","509","patch20/vehicles/bikes/roachhorror/kingcobra_horror_steering_1.gfx",".gfx","0x07326DE8","261","438","0x11","26691966","26692227","GFX2............................"
"1","63649","0x6214054","0x0","0x19723e1","438","size","520","patch20/vehicles/bikes/roach_flame/kingcobra_flame_steering_1.gfx",".gfx","0xED290E67","261","438","0x11","26695219","26695480","GFX2............................"
