"Status","Index","Name","Extension","Flag","StoredSize","ExpandedSize","ActualSize","MissingBytes","DumpPath"
"missing","257","objects/pack20/paper_boy_tire_rear_459597983.mdl",".mdl","0x10","80042","79914","0","79914","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\257_objects_pack20_paper_boy_tire_rear_459597983.mdl"
"missing","258","objects/pack20/partyhat_2806575822.mdl",".mdl","0x10","404516","404388","0","404388","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\258_objects_pack20_partyhat_2806575822.mdl"
"missing","259","objects/pack20/patch_error_145547543.mdl",".mdl","0x10","476","348","0","348","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\259_objects_pack20_patch_error_145547543.mdl"
"missing","260","objects/pack20/pit_baggie_2596389856.mdl",".mdl","0x10","25861","25733","0","25733","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\260_objects_pack20_pit_baggie_2596389856.mdl"
"missing","261","objects/pack20/pit_viper_tournament_helmet_2775270863.mdl",".mdl","0x10","10223","10095","0","10095","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\261_objects_pack20_pit_viper_tournament_helmet_2775270863.mdl"
"missing","262","objects/pack20/plague_doctor_helmet_1418654144.mdl",".mdl","0x10","297602","297474","0","297474","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\262_objects_pack20_plague_doctor_helmet_1418654144.mdl"
"missing","263","objects/pack20/punk_bottom_2662751547.mdl",".mdl","0x10","180828","180700","0","180700","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\263_objects_pack20_punk_bottom_2662751547.mdl"
"missing","264","objects/pack20/punk_helmet_3510672258.mdl",".mdl","0x10","69045","68917","0","68917","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\264_objects_pack20_punk_helmet_3510672258.mdl"
"missing","265","objects/pack20/punk_top_585559476.mdl",".mdl","0x10","281855","281727","0","281727","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\265_objects_pack20_punk_top_585559476.mdl"
"missing","266","objects/pack20/rabbit_helmet_3037162337.mdl",".mdl","0x10","15760","15632","0","15632","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\266_objects_pack20_rabbit_helmet_3037162337.mdl"
"missing","267","objects/pack20/rayman_front_fender_3894487405.mdl",".mdl","0x10","12221","12093","0","12093","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\267_objects_pack20_rayman_front_fender_3894487405.mdl"
"missing","268","objects/pack20/rayman_head_356907035.mdl",".mdl","0x10","127100","126972","0","126972","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\268_objects_pack20_rayman_head_356907035.mdl"
"missing","269","objects/pack20/rayman_head_light_1560067640.mdl",".mdl","0x10","25262","25134","0","25134","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\269_objects_pack20_rayman_head_light_1560067640.mdl"
"missing","270","objects/pack20/rayman_legs_4211770189.mdl",".mdl","0x10","115176","115048","0","115048","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\270_objects_pack20_rayman_legs_4211770189.mdl"
"missing","271","objects/pack20/rayman_main_body_675957340.mdl",".mdl","0x10","29756","29628","0","29628","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\271_objects_pack20_rayman_main_body_675957340.mdl"
"missing","272","objects/pack20/rayman_pitviper_backswing_2354012321.mdl",".mdl","0x10","4976","4848","0","4848","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\272_objects_pack20_rayman_pitviper_backswing_2354012321.mdl"
"missing","273","objects/pack20/rayman_pitviper_enginefender_2438278275.mdl",".mdl","0x10","31146","31018","0","31018","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\273_objects_pack20_rayman_pitviper_enginefender_2438278275.mdl"
"missing","274","objects/pack20/rayman_pitviper_headlight_4087115529.mdl",".mdl","0x10","8989","8861","0","8861","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\274_objects_pack20_rayman_pitviper_headlight_4087115529.mdl"
"missing","275","objects/pack20/rayman_rearswing_3255823486.mdl",".mdl","0x10","8259","8131","0","8131","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\275_objects_pack20_rayman_rearswing_3255823486.mdl"
"missing","276","objects/pack20/rayman_royal_rear_fender_399018738.mdl",".mdl","0x10","22127","21999","0","21999","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\276_objects_pack20_rayman_royal_rear_fender_399018738.mdl"
"missing","277","objects/pack20/rayman_torso_1505252683.mdl",".mdl","0x10","240916","240788","0","240788","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\277_objects_pack20_rayman_torso_1505252683.mdl"
"partial","278","objects/pack20/rear_fender_combo_3182902181.mdl",".mdl","0x10","55095","54967","16080","38887","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\278_objects_pack20_rear_fender_combo_3182902181.mdl"
"partial","279","objects/pack20/rear_suspension_2718125065.mdl",".mdl","0x10","44138","44010","44009","1","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\279_objects_pack20_rear_suspension_2718125065.mdl"
"partial","280","objects/pack20/rear_tire_791925862.mdl",".mdl","0x10","51456","51328","51327","1","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\280_objects_pack20_rear_tire_791925862.mdl"
"missing","281","objects/pack20/rims_spittingout_558547449.mdl",".mdl","0x10","77638","77510","0","77510","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\281_objects_pack20_rims_spittingout_558547449.mdl"
"missing","282","objects/pack20/roach_2220173377.mdl",".mdl","0x10","51834","51706","0","51706","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\282_objects_pack20_roach_2220173377.mdl"
"partial","283","objects/pack20/steering_2947863851.mdl",".mdl","0x10","77623","77495","77494","1","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\283_objects_pack20_steering_2947863851.mdl"
"missing","284","objects/pack20/sumie_rim_1044430566.mdl",".mdl","0x10","71258","71130","0","71130","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\284_objects_pack20_sumie_rim_1044430566.mdl"
"partial","285","objects/pack20/tank_cover_new_1679002299.mdl",".mdl","0x10","19518","19390","12755","6635","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\285_objects_pack20_tank_cover_new_1679002299.mdl"
"missing","286","objects/pack20/tank_cover_new_190527429.mdl",".mdl","0x10","19516","19388","0","19388","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\286_objects_pack20_tank_cover_new_190527429.mdl"
"missing","287","objects/pack20/tank_cover_new_4117228695.mdl",".mdl","0x10","19518","19390","0","19390","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\287_objects_pack20_tank_cover_new_4117228695.mdl"
"missing","288","objects/pack20/tko_panda_helmet_3972987864.mdl",".mdl","0x10","12140","12012","0","12012","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\288_objects_pack20_tko_panda_helmet_3972987864.mdl"
"partial","289","objects/pack20/unicornbike_3088574479.mdl",".mdl","0x10","323200","323072","323071","1","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\289_objects_pack20_unicornbike_3088574479.mdl"
"missing","290","objects/pack20/uzumaki_rim_1_3644169342.mdl",".mdl","0x10","28403","28275","0","28275","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\290_objects_pack20_uzumaki_rim_1_3644169342.mdl"
"missing","291","objects/pack20/uzumaki_rim_2_1584558215.mdl",".mdl","0x10","27896","27768","0","27768","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\291_objects_pack20_uzumaki_rim_2_1584558215.mdl"
"ok","292","pack20/awards.xml",".xml","0x10","190","62","62","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\292_pack20_awards.xml"
"ok","293","pack20/awards_metadata.xml",".xml","0x10","191","63","63","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\293_pack20_awards_metadata.xml"
"ok","294","pack20/bikes.xml",".xml","0x11","364","401","401","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\294_pack20_bikes.xml"
"ok","295","pack20/editortips.xml",".xml","0x11","196","77","77","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\295_pack20_editortips.xml"
"ok","296","pack20/events.xml",".xml","0x11","377","1464","1464","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\296_pack20_events.xml"
"missing","297","pack20/gear.xml",".xml","0x10","189","61","0","61","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\297_pack20_gear.xml"
"missing","298","pack20/icons.xml",".xml","0x11","489","876","0","876","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\298_pack20_icons.xml"
"ok","299","pack20/items.xml",".xml","0x11","12273","123579","123579","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\299_pack20_items.xml"
"missing","300","pack20/mpprizes.csv",".csv","0x11","159","250","0","250","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\300_pack20_mpprizes.csv"
"ok","301","pack20/objectgroups.xml",".xml","0x10","161","33","33","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\301_pack20_objectgroups.xml"
"ok","302","pack20/objectremaps.xml",".xml","0x11","401","516","516","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\302_pack20_objectremaps.xml"
"missing","303","pack20/objects.xml",".xml","0x11","495","725","0","725","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\303_pack20_objects.xml"
"ok","304","pack20/prizes.csv",".csv","0x11","714","1526","1526","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\304_pack20_prizes.csv"
"ok","305","pack20/soundproject.xml",".xml","0x10","160","32","32","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\305_pack20_soundproject.xml"
"ok","306","pack20/squirrels.xml",".xml","0x11","315","247","247","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\306_pack20_squirrels.xml"
"ok","307","pack20/tracks.xml",".xml","0x11","1044","4403","4403","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\307_pack20_tracks.xml"
"missing","308","pack20/tricks.xml",".xml","0x10","198","70","0","70","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\308_pack20_tricks.xml"
"ok","309","packinfo/pack.xml",".xml","0x11","247","132","132","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\309_packinfo_pack.xml"
"ok","310","patch20/characters/apocalypse_mask/apocalypse_mask.gfx",".gfx","0x11","259","433","433","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\310_patch20_characters_apocalypse_mask_apocalypse_mask.gfx"
"ok","311","patch20/characters/arno/arno_head.gfx",".gfx","0x11","250","427","427","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\311_patch20_characters_arno_arno_head.gfx"
"ok","312","patch20/characters/arno/arno_legs.gfx",".gfx","0x11","266","427","427","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\312_patch20_characters_arno_arno_legs.gfx"
"ok","313","patch20/characters/arno/arno_torso.gfx",".gfx","0x11","257","433","433","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\313_patch20_characters_arno_arno_torso.gfx"
"ok","314","patch20/characters/barbara_outfit/barbara_helmet.gfx",".gfx","0x11","253","430","430","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\314_patch20_characters_barbara_outfit_barbara_helmet.gfx"
"ok","315","patch20/characters/barbara_outfit/barbara_legs.gfx",".gfx","0x11","253","430","430","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\315_patch20_characters_barbara_outfit_barbara_legs.gfx"
"ok","316","patch20/characters/barbara_outfit/barbara_torso.gfx",".gfx","0x11","254","431","431","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\316_patch20_characters_barbara_outfit_barbara_torso.gfx"
"ok","317","patch20/characters/bounty_hunter/bounty_hunter_helmet.gfx",".gfx","0x11","259","436","436","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\317_patch20_characters_bounty_hunter_bounty_hunter_helmet.gfx"
"ok","318","patch20/characters/bounty_hunter/bounty_hunter_legs.gfx",".gfx","0x11","296","585","585","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\318_patch20_characters_bounty_hunter_bounty_hunter_legs.gfx"
"ok","319","patch20/characters/bounty_hunter/bounty_hunter_torso.gfx",".gfx","0x11","305","594","594","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\319_patch20_characters_bounty_hunter_bounty_hunter_torso.gfx"
"ok","320","patch20/characters/cat_rider/catrider_still.gfx",".gfx","0x11","464","1177","1177","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\320_patch20_characters_cat_rider_catrider_still.gfx"
"ok","321","patch20/characters/cat_rider/cat_rider.gfx",".gfx","0x11","254","427","427","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\321_patch20_characters_cat_rider_cat_rider.gfx"
"ok","322","patch20/characters/cat_rider/cat_rider_2.gfx",".gfx","0x11","257","429","429","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\322_patch20_characters_cat_rider_cat_rider_2.gfx"
"ok","323","patch20/characters/cat_rider/cat_rider_empty_1.gfx",".gfx","0x11","213","278","278","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\323_patch20_characters_cat_rider_cat_rider_empty_1.gfx"
"ok","324","patch20/characters/cat_rider/cat_rider_empty_2.gfx",".gfx","0x11","213","278","278","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\324_patch20_characters_cat_rider_cat_rider_empty_2.gfx"
"ok","325","patch20/characters/clara/clara_head.gfx",".gfx","0x11","253","428","428","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\325_patch20_characters_clara_clara_head.gfx"
"ok","326","patch20/characters/clara/clara_legs.gfx",".gfx","0x11","253","428","428","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\326_patch20_characters_clara_clara_legs.gfx"
"ok","327","patch20/characters/clara/clara_torso.gfx",".gfx","0x11","253","429","429","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\327_patch20_characters_clara_clara_torso.gfx"
"ok","328","patch20/characters/cyborg_helmet/cyborg_helmet.gfx",".gfx","0x11","258","431","431","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\328_patch20_characters_cyborg_helmet_cyborg_helmet.gfx"
"ok","329","patch20/characters/dapper/dapper_helmet.gfx",".gfx","0x11","255","431","431","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\329_patch20_characters_dapper_dapper_helmet.gfx"
"ok","330","patch20/characters/dapper/dapper_legs.gfx",".gfx","0x11","253","427","427","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\330_patch20_characters_dapper_dapper_legs.gfx"
"ok","331","patch20/characters/dapper/dapper_torso.gfx",".gfx","0x11","302","589","589","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\331_patch20_characters_dapper_dapper_torso.gfx"
"ok","332","patch20/characters/dapper_pug/dapper_pug.gfx",".gfx","0x11","253","428","428","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\332_patch20_characters_dapper_pug_dapper_pug.gfx"
"ok","333","patch20/characters/elise/elise_head.gfx",".gfx","0x11","317","727","727","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\333_patch20_characters_elise_elise_head.gfx"
"ok","334","patch20/characters/elise/elise_legs.gfx",".gfx","0x11","252","428","428","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\334_patch20_characters_elise_elise_legs.gfx"
"ok","335","patch20/characters/elise/elise_torso.gfx",".gfx","0x11","253","429","429","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\335_patch20_characters_elise_elise_torso.gfx"
"ok","336","patch20/characters/femaleoutfit_1/female_outfit_1_bottom.gfx",".gfx","0x11","302","594","594","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\336_patch20_characters_femaleoutfit_1_female_outfit_1_bottom.gfx"
"ok","337","patch20/characters/femaleoutfit_1/female_outfit_1_helmet.gfx",".gfx","0x11","263","440","440","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\337_patch20_characters_femaleoutfit_1_female_outfit_1_helmet.gfx"
"ok","338","patch20/characters/femaleoutfit_1/female_outfit_1_top.gfx",".gfx","0x11","298","590","590","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\338_patch20_characters_femaleoutfit_1_female_outfit_1_top.gfx"
"ok","339","patch20/characters/female_apocalypse_rider/female_apocalypse_rider_helmet.gfx",".gfx","0x11","264","441","441","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\339_patch20_characters_female_apocalypse_rider_female_apocalypse_rider_helmet.gfx"
"ok","340","patch20/characters/female_apocalypse_rider/female_apocalypse_rider_legs.gfx",".gfx","0x11","339","751","751","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\340_patch20_characters_female_apocalypse_rider_female_apocalypse_rider_legs.gfx"
"ok","341","patch20/characters/female_apocalypse_rider/female_apocalypse_rider_torso.gfx",".gfx","0x11","305","593","593","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\341_patch20_characters_female_apocalypse_rider_female_apocalypse_rider_torso.gfx"
"ok","342","patch20/characters/female_assassin/female_assassin_helmet.gfx",".gfx","0x11","262","440","440","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\342_patch20_characters_female_assassin_female_assassin_helmet.gfx"
"ok","343","patch20/characters/female_assassin/female_assassin_legs.gfx",".gfx","0x11","299","593","593","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\343_patch20_characters_female_assassin_female_assassin_legs.gfx"
"ok","344","patch20/characters/female_assassin/female_assassin_torso.gfx",".gfx","0x11","308","603","603","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\344_patch20_characters_female_assassin_female_assassin_torso.gfx"
"ok","345","patch20/characters/female_indian/female_indian_helmet.gfx",".gfx","0x11","264","439","439","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\345_patch20_characters_female_indian_female_indian_helmet.gfx"
"ok","346","patch20/characters/female_indian/female_indian_legs.gfx",".gfx","0x11","298","590","590","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\346_patch20_characters_female_indian_female_indian_legs.gfx"
"ok","347","patch20/characters/female_indian/female_indian_torso.gfx",".gfx","0x11","295","595","595","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\347_patch20_characters_female_indian_female_indian_torso.gfx"
"ok","348","patch20/characters/female_officer/female_officer_helmet.gfx",".gfx","0x11","263","439","439","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\348_patch20_characters_female_officer_female_officer_helmet.gfx"
"ok","349","patch20/characters/female_officer/female_officer_legs.gfx",".gfx","0x11","297","591","591","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\349_patch20_characters_female_officer_female_officer_legs.gfx"
"ok","350","patch20/characters/female_officer/female_officer_torso.gfx",".gfx","0x11","300","591","591","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\350_patch20_characters_female_officer_female_officer_torso.gfx"
"ok","351","patch20/characters/female_tech/female_tech_bottom.gfx",".gfx","0x11","298","590","590","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\351_patch20_characters_female_tech_female_tech_bottom.gfx"
"ok","352","patch20/characters/female_tech/female_tech_helmet.gfx",".gfx","0x11","263","436","436","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\352_patch20_characters_female_tech_female_tech_helmet.gfx"
"ok","353","patch20/characters/female_tech/female_tech_top.gfx",".gfx","0x11","290","586","586","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\353_patch20_characters_female_tech_female_tech_top.gfx"
"ok","354","patch20/characters/garage_rider_female.gfx",".gfx","0x11","43969","63334","63334","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\354_patch20_characters_garage_rider_female.gfx"
"ok","355","patch20/characters/horror_mask/horror_mask.gfx",".gfx","0x11","253","429","429","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\355_patch20_characters_horror_mask_horror_mask.gfx"
"ok","356","patch20/characters/kraken_helmet/kraken_helmet.gfx",".gfx","0x11","257","431","431","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\356_patch20_characters_kraken_helmet_kraken_helmet.gfx"
"ok","357","patch20/characters/male_assassin/m_assassin_head.gfx",".gfx","0x11","267","446","446","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\357_patch20_characters_male_assassin_m_assassin_head.gfx"
"ok","358","patch20/characters/male_assassin/m_assassin_legs.gfx",".gfx","0x11","292","582","582","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\358_patch20_characters_male_assassin_m_assassin_legs.gfx"
"ok","359","patch20/characters/male_assassin/m_assassin_torso.gfx",".gfx","0x11","287","578","578","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\359_patch20_characters_male_assassin_m_assassin_torso.gfx"
"ok","360","patch20/characters/male_punk/male_punk_head.gfx",".gfx","0x11","258","434","434","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\360_patch20_characters_male_punk_male_punk_head.gfx"
"ok","361","patch20/characters/male_punk/male_punk_legs.gfx",".gfx","0x11","293","583","583","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\361_patch20_characters_male_punk_male_punk_legs.gfx"
"ok","362","patch20/characters/male_punk/male_punk_torso.gfx",".gfx","0x11","303","588","588","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\362_patch20_characters_male_punk_male_punk_torso.gfx"
"ok","363","patch20/characters/partyhat/partyhat.gfx",".gfx","0x11","250","426","426","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\363_patch20_characters_partyhat_partyhat.gfx"
"ok","364","patch20/characters/pit_baggie/pit_baggie.gfx",".gfx","0x11","253","428","428","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\364_patch20_characters_pit_baggie_pit_baggie.gfx"
"ok","365","patch20/characters/pit_viper_tournament_helmet/pit_viper_tournament_helmet.gfx",".gfx","0x11","269","445","445","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\365_patch20_characters_pit_viper_tournament_helmet_pit_viper_tournament_helmet.gfx"
"ok","366","patch20/characters/plague_doctor_helmet/plague_doctor_helmet.gfx",".gfx","0x11","262","438","438","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\366_patch20_characters_plague_doctor_helmet_plague_doctor_helmet.gfx"
"ok","367","patch20/characters/podium_rider.gfx",".gfx","0x11","2708482","3456812","3456812","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\367_patch20_characters_podium_rider.gfx"
"ok","368","patch20/characters/podium_unicorncat.gfx",".gfx","0x11","71027","101035","101035","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\368_patch20_characters_podium_unicorncat.gfx"
"ok","369","patch20/characters/rabbit_helmet/rabbit_helmet.gfx",".gfx","0x11","255","431","431","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\369_patch20_characters_rabbit_helmet_rabbit_helmet.gfx"
"ok","370","patch20/characters/rayman_outfit_1/rayman_helmet.gfx",".gfx","0x11","253","429","429","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\370_patch20_characters_rayman_outfit_1_rayman_helmet.gfx"
"ok","371","patch20/characters/rayman_outfit_1/rayman_legs.gfx",".gfx","0x11","285","571","571","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\371_patch20_characters_rayman_outfit_1_rayman_legs.gfx"
"ok","372","patch20/characters/rayman_outfit_1/rayman_torso.gfx",".gfx","0x11","301","587","587","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\372_patch20_characters_rayman_outfit_1_rayman_torso.gfx"
"ok","373","patch20/characters/roach/roach.gfx",".gfx","0x11","247","423","423","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\373_patch20_characters_roach_roach.gfx"
"ok","374","patch20/characters/tko_panda_helmet/tko_panda_helmet.gfx",".gfx","0x11","258","434","434","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\374_patch20_characters_tko_panda_helmet_tko_panda_helmet.gfx"
"ok","375","patch20/characters/unicorn.gfx",".gfx","0x11","66843","121369","121369","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\375_patch20_characters_unicorn.gfx"
"ok","376","patch20/characters/watch_dogs_aiden/watchdogs_aiden_bottom.gfx",".gfx","0x11","253","428","428","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\376_patch20_characters_watch_dogs_aiden_watchdogs_aiden_bottom.gfx"
"ok","377","patch20/characters/watch_dogs_aiden/watchdogs_aiden_head.gfx",".gfx","0x11","251","426","426","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\377_patch20_characters_watch_dogs_aiden_watchdogs_aiden_head.gfx"
"ok","378","patch20/characters/watch_dogs_aiden/watchdogs_aiden_top.gfx",".gfx","0x11","248","425","425","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\378_patch20_characters_watch_dogs_aiden_watchdogs_aiden_top.gfx"
"ok","379","patch20/patch_error.gfx",".gfx","0x11","254","429","429","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\379_patch20_patch_error.gfx"
"ok","380","patch20/rims/clockwork_rim/clockwork_rims.gfx",".gfx","0x11","377","1185","1185","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\380_patch20_rims_clockwork_rim_clockwork_rims.gfx"
"ok","381","patch20/rims/componential_rim_1/componential_rim_back.gfx",".gfx","0x11","496","1989","1989","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\381_patch20_rims_componential_rim_1_componential_rim_back.gfx"
"ok","382","patch20/rims/componential_rim_1/componential_rim_front.gfx",".gfx","0x11","499","1998","1998","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\382_patch20_rims_componential_rim_1_componential_rim_front.gfx"
"ok","383","patch20/rims/componential_rim_2/componential_rim_2.gfx",".gfx","0x11","394","1197","1197","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\383_patch20_rims_componential_rim_2_componential_rim_2.gfx"
"ok","384","patch20/rims/evility_rim/evility_rim.gfx",".gfx","0x11","388","1197","1197","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\384_patch20_rims_evility_rim_evility_rim.gfx"
"ok","385","patch20/rims/fusion_rim/fusion_rim.gfx",".gfx","0x11","381","1186","1186","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\385_patch20_rims_fusion_rim_fusion_rim.gfx"
"ok","386","patch20/rims/holograph_rim/holograph_rim.gfx",".gfx","0x11","395","1185","1185","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\386_patch20_rims_holograph_rim_holograph_rim.gfx"
"ok","387","patch20/rims/rimsgrinder/rimsgrinder.gfx",".gfx","0x11","399","1184","1184","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\387_patch20_rims_rimsgrinder_rimsgrinder.gfx"
"ok","388","patch20/rims/spittingout_rim/spittingout_rims.gfx",".gfx","0x11","391","1194","1194","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\388_patch20_rims_spittingout_rim_spittingout_rims.gfx"
"ok","389","patch20/rims/sumie_rim/sumie_rim.gfx",".gfx","0x11","384","1169","1169","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\389_patch20_rims_sumie_rim_sumie_rim.gfx"
"ok","390","patch20/rims/themindscrew_rim/themindscrew_rim.gfx",".gfx","0x11","397","1184","1184","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\390_patch20_rims_themindscrew_rim_themindscrew_rim.gfx"
"ok","391","patch20/rims/uzumaki_rim/uzumaki_rim.gfx",".gfx","0x11","374","1185","1185","0","F:\Trials Fusion\datapack\pak_runtime\data_patch_named\391_patch20_rims_uzumaki_rim_uzumaki_rim.gfx"
